CANAL;COMENTARIO
CONOCE-AQUI;ok
CONOCE-AQUI;perfecto
CONOCE-AQUI;jhgf
CONOCE-AQUI;Jd
CONOCE-AQUI;excelente
CONOCE-AQUI;"ok
"
CONOCE-AQUI;bueno
CONOCE-AQUI;ok
CONOCE-AQUI;Felicitaciones sigan adelante
CONOCE-AQUI;OK
CONOCE-AQUI;asdsa
CONOCE-AQUI;".
"
CONOCE-AQUI;muy bueno
CONOCE-AQUI;dsvgfd
CONOCE-AQUI;"muy util
"
CONOCE-AQUI;excelente
CONOCE-AQUI;GENIAL
CONOCE-AQUI;BUENO
CONOCE-AQUI;Hhhhh
CONOCE-AQUI;EXCELENTE SERVICIO
CONOCE-AQUI;muy bueno
CONOCE-AQUI;ok
CONOCE-AQUI;"regular
"
CONOCE-AQUI;"Este servicio es de suma ayuda para solicitar lo que uno necesita realmente, asi puedo ahorrar.
Gracias"
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;d
CONOCE-AQUI;buena
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;Que permita retroceder para buscar otra partida, sin tener que salir de la sesión.
CONOCE-AQUI;No pude visualizar todas las hojas
CONOCE-AQUI;fghfggggggggggggggggggggggggggg
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;NO DEBERIAN PONER LIMITES A VISUALIZAR LAS PARTIDAS 
CONOCE-AQUI;Todo el servicio es muy bueno
CONOCE-AQUI;bien
CONOCE-AQUI;Efectivo 
CONOCE-AQUI;BUEN
CONOCE-AQUI;ok
CONOCE-AQUI;ok 
CONOCE-AQUI;b
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;"RAPIDO
"
CONOCE-AQUI;"TATOGUCCI
"
CONOCE-AQUI;buen servicio
CONOCE-AQUI;.
CONOCE-AQUI;BUENO
CONOCE-AQUI;"buenaaa
"
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;OK
CONOCE-AQUI;gracias
CONOCE-AQUI;MUY  BUENO
CONOCE-AQUI;bueno
CONOCE-AQUI;Muy bueno 
CONOCE-AQUI;C
CONOCE-AQUI;Nn
CONOCE-AQUI;gjghg
CONOCE-AQUI;*
CONOCE-AQUI;V
CONOCE-AQUI;Ok
CONOCE-AQUI;No deja descargar
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;Muy buen servicio
CONOCE-AQUI;infoermeeeeee
CONOCE-AQUI;ÑO
CONOCE-AQUI;n
CONOCE-AQUI;fgh
CONOCE-AQUI;9
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;muy buena
CONOCE-AQUI;ok
CONOCE-AQUI;Bueno
CONOCE-AQUI;bien
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;MUY BUEN APORTE
CONOCE-AQUI;ok
CONOCE-AQUI;RHBGF
CONOCE-AQUI;Excelente
CONOCE-AQUI;excelente
CONOCE-AQUI;Muy util
CONOCE-AQUI;"bUENA
"
CONOCE-AQUI;.
CONOCE-AQUI;.
CONOCE-AQUI;k
CONOCE-AQUI;Esta bueno la aplocacion
CONOCE-AQUI;"todo bien
"
CONOCE-AQUI;quisiera imprimir
CONOCE-AQUI;escelente servicio
CONOCE-AQUI;s
CONOCE-AQUI;util
CONOCE-AQUI;s
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;buen servicio
CONOCE-AQUI;. 
CONOCE-AQUI;UYI7
CONOCE-AQUI;"mucha encuesta
"
CONOCE-AQUI;OPCION DE IMPRESION
CONOCE-AQUI;muchas gracias
CONOCE-AQUI;Excelente
CONOCE-AQUI;Poder descargar la partida registral
CONOCE-AQUI;A
CONOCE-AQUI;gracias
CONOCE-AQUI;ÑLKJQfkIOSDAFG
CONOCE-AQUI;OK
CONOCE-AQUI;"BUENA PERSENTACIÓN DE LA INTERFAZ.
"
CONOCE-AQUI;"EXELENTE 
"
CONOCE-AQUI;Todo bien.
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;OK
CONOCE-AQUI;Excelente servicio
CONOCE-AQUI;ok
CONOCE-AQUI;bUEN SERVICIO PARA ADELANTAR CONOCIMIENTO DE LAS PARTIDAS
CONOCE-AQUI;N
CONOCE-AQUI;j
CONOCE-AQUI;S
CONOCE-AQUI;ok
CONOCE-AQUI;"ok.
"
CONOCE-AQUI;"Bien. 
"
CONOCE-AQUI;Excelente
CONOCE-AQUI;OK
CONOCE-AQUI;yta
CONOCE-AQUI;Lo máximo 
CONOCE-AQUI;ok
CONOCE-AQUI;mas tiempo
CONOCE-AQUI;.
CONOCE-AQUI;gracias
CONOCE-AQUI;g
CONOCE-AQUI;.
CONOCE-AQUI;gracias
CONOCE-AQUI;EHYQEYQE
CONOCE-AQUI;hkfjyu
CONOCE-AQUI;NO SE PUEDE VER NADA DE LA PARTIDA p06215955
CONOCE-AQUI;S
CONOCE-AQUI;g
CONOCE-AQUI;sasd
CONOCE-AQUI;r
CONOCE-AQUI;buenoi
CONOCE-AQUI;"si
"
CONOCE-AQUI;hjhjy
CONOCE-AQUI;"EXCELENTE INFORMACION GRACIAS 
"
CONOCE-AQUI;ok
CONOCE-AQUI;"OK
"
CONOCE-AQUI;326
CONOCE-AQUI;muy importante esta forma de servicio para los usuarios.
CONOCE-AQUI;s
CONOCE-AQUI;j
CONOCE-AQUI;"g
"
CONOCE-AQUI;DFDF
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;DDD
CONOCE-AQUI;BIEN
CONOCE-AQUI;Muy positivo
CONOCE-AQUI;v
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;1
CONOCE-AQUI;Ok
CONOCE-AQUI;Buen servicio
CONOCE-AQUI;muy bueno
CONOCE-AQUI;OK
CONOCE-AQUI;bueno
CONOCE-AQUI;Aumentar el límite de visualizaciones
CONOCE-AQUI;Bueno 
CONOCE-AQUI;.
CONOCE-AQUI;DEBERIA HABER CONTINUIDAD DE PAGINAS, ADEMAS DEBERIA APRECIARSE LA PAGINA COMPLETA.
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;"no pongan ese pa ingresar
"
CONOCE-AQUI;F
CONOCE-AQUI;Excelente
CONOCE-AQUI;h
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;BUENO
CONOCE-AQUI;"Como información muy bien
"
CONOCE-AQUI;Excelente servicio 
CONOCE-AQUI;Excelente, de gran apoyo
CONOCE-AQUI;.
CONOCE-AQUI;MUCHAS ENCUESTAS
CONOCE-AQUI;MUY UTIL
CONOCE-AQUI;cv
CONOCE-AQUI;.
CONOCE-AQUI;jkjk
CONOCE-AQUI;W
CONOCE-AQUI;fg
CONOCE-AQUI;Gracias
CONOCE-AQUI;excelente
CONOCE-AQUI;Gracias 
CONOCE-AQUI;OK
CONOCE-AQUI;QQQ
CONOCE-AQUI;q
CONOCE-AQUI;Ninguno por ahora
CONOCE-AQUI;dgs
CONOCE-AQUI;DEBERIA SER PARA PODER IMPRIMIR
CONOCE-AQUI;PESIMOO
CONOCE-AQUI;OK
CONOCE-AQUI;ok bueno
CONOCE-AQUI;Ninguna 
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;Z
CONOCE-AQUI;no
CONOCE-AQUI;bueno
CONOCE-AQUI;k
CONOCE-AQUI;m
CONOCE-AQUI;gracias
CONOCE-AQUI;bgg
CONOCE-AQUI;BUENO
CONOCE-AQUI;asd
CONOCE-AQUI;fbgrfb
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;w
CONOCE-AQUI;.
CONOCE-AQUI;"ñ
"
CONOCE-AQUI;"gracias
"
CONOCE-AQUI;AAAA
CONOCE-AQUI;.
CONOCE-AQUI;"QUE TODO SE PUEDA DESCARGAR EN PDF
"
CONOCE-AQUI;excelente
CONOCE-AQUI;Ñ
CONOCE-AQUI;ok
CONOCE-AQUI;Excelente 
CONOCE-AQUI;BIEN
CONOCE-AQUI;excelente
CONOCE-AQUI;Muy bien
CONOCE-AQUI;a
CONOCE-AQUI;"OK
"
CONOCE-AQUI;ASDAD
CONOCE-AQUI;a
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;SE DEBE PODER IMPRIMIR
CONOCE-AQUI;0
CONOCE-AQUI;OK
CONOCE-AQUI;sad
CONOCE-AQUI;"54563123
"
CONOCE-AQUI;OK
CONOCE-AQUI;bien
CONOCE-AQUI;BUENO
CONOCE-AQUI;d
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;..
CONOCE-AQUI;bien
CONOCE-AQUI;Muy buena información
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;excelente
CONOCE-AQUI;Ok
CONOCE-AQUI;"ME AYUDO MUCHISIMO A OBTENER UNA INFORMACION.
FELICIATCIONES..POR EL BUEN TRABAJO"
CONOCE-AQUI;UYUUY
CONOCE-AQUI;Debería visualizarse 06 en vez de tres
CONOCE-AQUI;BUENO
CONOCE-AQUI;gracias
CONOCE-AQUI;ok
CONOCE-AQUI;bien
CONOCE-AQUI;ok
CONOCE-AQUI;Siempre agradeciendo a SUNARP y sugiero para complementar la información ubicar los planos para mejor comprensión.
CONOCE-AQUI;.
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;J
CONOCE-AQUI;Gracias por la información
CONOCE-AQUI;mejorar la calidad del escrito para una mejor lectura de la partida.
CONOCE-AQUI;Bien, deben permitirnos imprimir
CONOCE-AQUI;a
CONOCE-AQUI;-
CONOCE-AQUI;dvwdvw
CONOCE-AQUI;MÁS INTENTOS
CONOCE-AQUI;seria bueno la opcion de imprimir
CONOCE-AQUI;OK
CONOCE-AQUI;k
CONOCE-AQUI;Muy buen servicio siguan asi
CONOCE-AQUI;MKKO
CONOCE-AQUI;SC
CONOCE-AQUI;h
CONOCE-AQUI;yytyu
CONOCE-AQUI;Bien
CONOCE-AQUI;z
CONOCE-AQUI;QWE
CONOCE-AQUI;PERFECTO
CONOCE-AQUI;excelente plataforma
CONOCE-AQUI;M
CONOCE-AQUI;L
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;s
CONOCE-AQUI;aporte de capilta de cada socio no puedo ver detalldo 
CONOCE-AQUI;Bueno
CONOCE-AQUI;OK
CONOCE-AQUI;mas tiempo 
CONOCE-AQUI;ok
CONOCE-AQUI;"mas busquedas
"
CONOCE-AQUI;B
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;"OK
"
CONOCE-AQUI;Mayor area de lectura de los documentos, o herramienta de zoom 
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;TODO BIEN
CONOCE-AQUI;Bien
CONOCE-AQUI;ok
CONOCE-AQUI;Se debería habilitar la opción de imprimir el formulario
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;oki
CONOCE-AQUI;ok
CONOCE-AQUI;FWEF2WEFWE
CONOCE-AQUI;,,
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;k
CONOCE-AQUI;j
CONOCE-AQUI;Muy completa la información de los registros
CONOCE-AQUI;la parte izquierda dode aparecen los nros de asientos, cuando se selecciona cualquiera de ellos, la vista se ubica nuevamente en el nro superior, sería mejor que se quede donde el usuario lo ha ubicado
CONOCE-AQUI;Está bueno el servicio
CONOCE-AQUI;bueno
CONOCE-AQUI;h
CONOCE-AQUI;0
CONOCE-AQUI;d
CONOCE-AQUI;bien
CONOCE-AQUI;aaaa
CONOCE-AQUI;-
CONOCE-AQUI;OK
CONOCE-AQUI;"MUY BIEN
"
CONOCE-AQUI;EXELENTE
CONOCE-AQUI;Agradecer a la Institucion por haber creado esta ventana que nos facilita las consultas.
CONOCE-AQUI;Excelente 
CONOCE-AQUI;ES UNA BUENA OPCION
CONOCE-AQUI;muy bien
CONOCE-AQUI;Bien
CONOCE-AQUI;"ok
"
CONOCE-AQUI;dar mas tiempo
CONOCE-AQUI;Tutorial y explicación para entender mejor las partidas. 
CONOCE-AQUI;buena
CONOCE-AQUI;J
CONOCE-AQUI;h
CONOCE-AQUI;Perfec
CONOCE-AQUI;bueno
CONOCE-AQUI;ok
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;OPCION PARA PODER IMPRIMIR
CONOCE-AQUI;Buen servicio
CONOCE-AQUI;ETZFRHNJTREH
CONOCE-AQUI;BIEN
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;GGGG
CONOCE-AQUI;facil
CONOCE-AQUI;BIEN 
CONOCE-AQUI;,l
CONOCE-AQUI;Ok
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;CONFORME MUY UTIL
CONOCE-AQUI;Es una buena aplicación 
CONOCE-AQUI;OK
CONOCE-AQUI;Ok
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;ook
CONOCE-AQUI;BUEN SERVICIO
CONOCE-AQUI;Excelente
CONOCE-AQUI;g
CONOCE-AQUI;S
CONOCE-AQUI;hola
CONOCE-AQUI;se agradece la transparencia
CONOCE-AQUI;Todavía demora un poquito.
CONOCE-AQUI;Ok
CONOCE-AQUI;s
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;ok
CONOCE-AQUI;BIEN
CONOCE-AQUI;as
CONOCE-AQUI;ok
CONOCE-AQUI;bien
CONOCE-AQUI;Ayuda para hacer consultas rápidas. Ahorra tiempo y dinero.
CONOCE-AQUI;Debería poderse consultar varias partidas 
CONOCE-AQUI;QWE
CONOCE-AQUI;jgfj
CONOCE-AQUI;ok
CONOCE-AQUI;bueno
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;.MKAHKVASASN 
CONOCE-AQUI;BIEN
CONOCE-AQUI;FVDV
CONOCE-AQUI;U
CONOCE-AQUI;Ok
CONOCE-AQUI;OK
CONOCE-AQUI;BUEN SERVICIO
CONOCE-AQUI;bueno
CONOCE-AQUI;tiempo limitado
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;OK
CONOCE-AQUI;100
CONOCE-AQUI;BIEN
CONOCE-AQUI;"asco
"
CONOCE-AQUI;Ok
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;g
CONOCE-AQUI;bien
CONOCE-AQUI;bien
CONOCE-AQUI;h
CONOCE-AQUI;el servicio es bastante familiarizado
CONOCE-AQUI;ok
CONOCE-AQUI;sdjsdnfjs
CONOCE-AQUI;a
CONOCE-AQUI;rtbrtghtrg
CONOCE-AQUI;"BUENO
"
CONOCE-AQUI;Excelente servicio 
CONOCE-AQUI;Excelente servicio.
CONOCE-AQUI;"OK
"
CONOCE-AQUI;pertinente conocer el estado, en cuanto al registro de la propiedad
CONOCE-AQUI;"OK
"
CONOCE-AQUI;:)
CONOCE-AQUI;OK
CONOCE-AQUI;B
CONOCE-AQUI;muy bien
CONOCE-AQUI;ok
CONOCE-AQUI;HOLA
CONOCE-AQUI;QWE
CONOCE-AQUI;NO
CONOCE-AQUI;Bueno
CONOCE-AQUI;ioyhhn
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;H
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;..
CONOCE-AQUI;Super recomendable
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;ok
CONOCE-AQUI;Muy buena la aplicación...pero sería bueno que se pudiera imprimir 
CONOCE-AQUI;OK
CONOCE-AQUI;Excelente 
CONOCE-AQUI;MGCJHGCDMGHCGHM
CONOCE-AQUI;GENIAL
CONOCE-AQUI;Ok
CONOCE-AQUI;Se necesita que lo que se visualiza se pueda imprimir
CONOCE-AQUI;"bien
"
CONOCE-AQUI;"bien
"
CONOCE-AQUI;.l
CONOCE-AQUI;bien
CONOCE-AQUI;muy bien practico
CONOCE-AQUI;no se puede imprimir
CONOCE-AQUI;a
CONOCE-AQUI;"ACTUALIZAR LAS PARTIDAS Y BASE GRAFICA
"
CONOCE-AQUI;ddd
CONOCE-AQUI;SI AYUDA MUCHO
CONOCE-AQUI;OK
CONOCE-AQUI;w
CONOCE-AQUI;también deberían contar con la opción de búsqueda vehicular, para saber si tiene vehículo o no y en caso de que si tenga, para poder ver
CONOCE-AQUI;OK
CONOCE-AQUI;a
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;buena
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;f
CONOCE-AQUI;EXCELENTE INFORMACIÓN, SERÍA BUENO PODER IMPRIMIR
CONOCE-AQUI;ok
CONOCE-AQUI;Ok
CONOCE-AQUI;gracias
CONOCE-AQUI;ME PARECE MUY BUENO ESTA PLATAFORMA PORQUE NOS PERMITE VER CON MAS RAPIDEZ LOS ASIENTOS Y REGISTROS EFECTUADOS.
CONOCE-AQUI;BUEN SERVICIO
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;sistema lento
CONOCE-AQUI;excelente
CONOCE-AQUI;dejar imprimir
CONOCE-AQUI;ok
CONOCE-AQUI;"ok
"
CONOCE-AQUI;bien
CONOCE-AQUI;TODO BIEN
CONOCE-AQUI;BIEN
CONOCE-AQUI;ok
CONOCE-AQUI;excelent
CONOCE-AQUI;BIEN
CONOCE-AQUI;ok
CONOCE-AQUI;No se como usar la plataforma
CONOCE-AQUI;b
CONOCE-AQUI;excelente
CONOCE-AQUI;OK
CONOCE-AQUI;excelente
CONOCE-AQUI;buenas referencias
CONOCE-AQUI;ok
CONOCE-AQUI;a
CONOCE-AQUI;6
CONOCE-AQUI;r
CONOCE-AQUI;sugerencia, seria incorporar algún plano o georreferencia del predio a buscar 
CONOCE-AQUI;"OK
"
CONOCE-AQUI;----
CONOCE-AQUI;as
CONOCE-AQUI;muy bueno
CONOCE-AQUI;muy bien 
CONOCE-AQUI;Todo OK
CONOCE-AQUI;No cargo el documento 
CONOCE-AQUI;l
CONOCE-AQUI;ok
CONOCE-AQUI;Que sirva para descargar
CONOCE-AQUI;as
CONOCE-AQUI; v
CONOCE-AQUI;"OK
"
CONOCE-AQUI;ok
CONOCE-AQUI;s
CONOCE-AQUI;"MUY BIEN, DE GRAN AYUDA
"
CONOCE-AQUI;Ok
CONOCE-AQUI; 
CONOCE-AQUI;GRACIAS POR AYUDARNOS
CONOCE-AQUI;BUENO
CONOCE-AQUI;Si
CONOCE-AQUI;"bien
"
CONOCE-AQUI;-
CONOCE-AQUI;k
CONOCE-AQUI;SI
CONOCE-AQUI;1
CONOCE-AQUI;1
CONOCE-AQUI;QEW
CONOCE-AQUI;bien
CONOCE-AQUI;FALTA LA OPCION DE IMPRIMIR
CONOCE-AQUI;k
CONOCE-AQUI;La fecha de consulta debería salir más grande
CONOCE-AQUI;d
CONOCE-AQUI;"ok
"
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;s
CONOCE-AQUI;"MU BIEN
"
CONOCE-AQUI;0
CONOCE-AQUI;a
CONOCE-AQUI;"mucha encuesta oe reconchetumadre - ojalá te caiga la sunat gaaaa
}"
CONOCE-AQUI;Ok
CONOCE-AQUI;Está genial
CONOCE-AQUI;actualizar partidas electronicas y base grafica
CONOCE-AQUI;"muy bueno pero se debe incrementar más ingresos por persona por dia

"
CONOCE-AQUI;Muy bueno
CONOCE-AQUI;"bien
"
CONOCE-AQUI;"Excelente
"
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;VFD
CONOCE-AQUI;ra
CONOCE-AQUI;ASDSAD
CONOCE-AQUI;SADQ
CONOCE-AQUI;S
CONOCE-AQUI;ES EXCELENTE, FELICITACIONES !!!!!!!!
CONOCE-AQUI;"bien
"
CONOCE-AQUI; 
CONOCE-AQUI;gracias
CONOCE-AQUI;TODO BIEN
CONOCE-AQUI;j
CONOCE-AQUI;NO ENTIENDO EL SISTEMA
CONOCE-AQUI;MAS INTENTOS 
CONOCE-AQUI;Excelente
CONOCE-AQUI;x
CONOCE-AQUI;d
CONOCE-AQUI;x
CONOCE-AQUI;hjjk
CONOCE-AQUI;IMPRIMIR
CONOCE-AQUI;OK
CONOCE-AQUI;GENIAL
CONOCE-AQUI;I
CONOCE-AQUI;.
CONOCE-AQUI;Excelente servicio
CONOCE-AQUI;BUENA
CONOCE-AQUI;"ok
"
CONOCE-AQUI;bello
CONOCE-AQUI;BIEN
CONOCE-AQUI;MUY BUENO 
CONOCE-AQUI;bueno
CONOCE-AQUI;x
CONOCE-AQUI;M
CONOCE-AQUI;BUENO
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;bien 
CONOCE-AQUI;"dar mas oportunidades, 03 es muy poco
"
CONOCE-AQUI;-
CONOCE-AQUI;BIEN
CONOCE-AQUI;J
CONOCE-AQUI;F
CONOCE-AQUI;adf
CONOCE-AQUI;DFS
CONOCE-AQUI;"HAY PARTIDAS QUE NO SE PERMITE VISUALIZAR.
GRACIAS POR EL APOYO."
CONOCE-AQUI;Exelente
CONOCE-AQUI;D
CONOCE-AQUI;vwedwved
CONOCE-AQUI;Muy buen servicio 
CONOCE-AQUI;H
CONOCE-AQUI;Muy buen servicio solo que podrían dejar acceder antes de comprar para ver la inscripción solo con el número de partida 
CONOCE-AQUI;Bien
CONOCE-AQUI;BIEN
CONOCE-AQUI;OK
CONOCE-AQUI;excelente
CONOCE-AQUI;3
CONOCE-AQUI;nos facilita indagar las propiedades registradas con mucha mas rapidez 
CONOCE-AQUI;Ok
CONOCE-AQUI;lo mejor
CONOCE-AQUI;KMMM
CONOCE-AQUI;.
CONOCE-AQUI;F
CONOCE-AQUI;Bien
CONOCE-AQUI;.
CONOCE-AQUI;Excelente
CONOCE-AQUI;2
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;.
CONOCE-AQUI;AAAAAAAA
CONOCE-AQUI;excelente, pero limitado para revisar mas de 3 partidas
CONOCE-AQUI;muy intereante e importante ayuda mucho para salir de dudas
CONOCE-AQUI;BIEN 
CONOCE-AQUI;ccc
CONOCE-AQUI;bueno
CONOCE-AQUI;ok
CONOCE-AQUI;a
CONOCE-AQUI;Bien
CONOCE-AQUI;asd
CONOCE-AQUI;codigos de ingresos muy borrosos
CONOCE-AQUI;J
CONOCE-AQUI;ok
CONOCE-AQUI;s
CONOCE-AQUI;OK
CONOCE-AQUI;No hay opciones de imprimir, sería bueno que pongan un anuncio que no se puede imprimir en caso sea así
CONOCE-AQUI;excelente
CONOCE-AQUI;OK
CONOCE-AQUI;V
CONOCE-AQUI;ok
CONOCE-AQUI;Ok
CONOCE-AQUI;.
CONOCE-AQUI;a
CONOCE-AQUI;ok
CONOCE-AQUI;hjvhkjkbjlknlknlk
CONOCE-AQUI;.
CONOCE-AQUI;D
CONOCE-AQUI;es dificil de manejar
CONOCE-AQUI;BUENA
CONOCE-AQUI;KJBKJ
CONOCE-AQUI;bien
CONOCE-AQUI;agil
CONOCE-AQUI;GEDTR
CONOCE-AQUI;c
CONOCE-AQUI;0
CONOCE-AQUI;a
CONOCE-AQUI;AAA
CONOCE-AQUI;BIEN
CONOCE-AQUI;s
CONOCE-AQUI;asdasd
CONOCE-AQUI;no se visualiza ningun archivo
CONOCE-AQUI;muy bien
CONOCE-AQUI;OK
CONOCE-AQUI;Bueno bueno
CONOCE-AQUI;.....
CONOCE-AQUI;ok
CONOCE-AQUI;esta bien
CONOCE-AQUI;muy bueno para informacion
CONOCE-AQUI;Gracias
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;excelente atención
CONOCE-AQUI;osea
CONOCE-AQUI;bien
CONOCE-AQUI;muy bueno
CONOCE-AQUI;OK
CONOCE-AQUI;"bien
"
CONOCE-AQUI;   
CONOCE-AQUI;"Es una ayuda para la informacion y la dispinibilidad que brinda esta página
"
CONOCE-AQUI;"x
"
CONOCE-AQUI;ñ
CONOCE-AQUI;Que se pueda visualizar la página entera.
CONOCE-AQUI;Por el momento me encuentro muy satisfecho por el servicio, habida cuenta que recién me he afiliado, con el agradecimiento del caso.
CONOCE-AQUI;J
CONOCE-AQUI;"bien
"
CONOCE-AQUI;f
CONOCE-AQUI;me ayuda mucho
CONOCE-AQUI;CUANTAS PREDIO SE PUEDE VER AL DIA?
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;k
CONOCE-AQUI;OK
CONOCE-AQUI;drgrg
CONOCE-AQUI;"Excelente y rapido servicio para verificar lo que necesito saber
"
CONOCE-AQUI;.
CONOCE-AQUI;"ñ
"
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;55
CONOCE-AQUI;EXELENTE
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;OKK
CONOCE-AQUI;-
CONOCE-AQUI;ok
CONOCE-AQUI;3
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;fafassg
CONOCE-AQUI;ok
CONOCE-AQUI;Super bueno 
CONOCE-AQUI;OPTIMO.
CONOCE-AQUI;bueno
CONOCE-AQUI;ok
CONOCE-AQUI;dadsasda
CONOCE-AQUI;bien
CONOCE-AQUI;Z
CONOCE-AQUI;Excelente
CONOCE-AQUI;XD
CONOCE-AQUI;BUENO
CONOCE-AQUI;ok
CONOCE-AQUI;Ok
CONOCE-AQUI;ok
CONOCE-AQUI;ertyaert
CONOCE-AQUI;excelente
CONOCE-AQUI;W
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;La plataforma es bastante intuitivo. Chevere.
CONOCE-AQUI;excelente
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;fnxfv
CONOCE-AQUI;excelente
CONOCE-AQUI;Gracias.
CONOCE-AQUI;EXCELENTE ATENCIÓN Y BUENA ASESORÍA
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;se debe poder descargar en pdf TODO, en vez de ver un por uno, así se recortar el tiempo de uso del sistema 
CONOCE-AQUI;f
CONOCE-AQUI;"muy bueno
"
CONOCE-AQUI;a
CONOCE-AQUI;ergergerg
CONOCE-AQUI;mas amplio la vista de la pantalla
CONOCE-AQUI;a
CONOCE-AQUI;"CHEVERE
"
CONOCE-AQUI;-
CONOCE-AQUI;bien
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;6
CONOCE-AQUI;OK
CONOCE-AQUI;"bien 
"
CONOCE-AQUI;gracias
CONOCE-AQUI;fbgsf
CONOCE-AQUI;ok
CONOCE-AQUI;s
CONOCE-AQUI;"jnjn}
"
CONOCE-AQUI;b
CONOCE-AQUI;EXCELENTE.
CONOCE-AQUI;"l
"
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;ok
CONOCE-AQUI;bien
CONOCE-AQUI;OK
CONOCE-AQUI;"excelente

"
CONOCE-AQUI;Buena
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;.
CONOCE-AQUI;falta opcion para descargar imagnes op archivos
CONOCE-AQUI;CONFORME
CONOCE-AQUI;x
CONOCE-AQUI;"tvgh
"
CONOCE-AQUI;RAPIDO Y FACIL DE ENTENDER
CONOCE-AQUI;S
CONOCE-AQUI;Mas tiempo en l sesión para poder leer detenidamente
CONOCE-AQUI;s
CONOCE-AQUI;siiii
CONOCE-AQUI;DEBE PERMITIRSE UNA VISUALIZACIÓN AMPLIA DE LOS FOLIOS DE LA PARTIDA, LA HOJA SE VE POR PEDAZOS 
CONOCE-AQUI;MUY RAPIDO LA INFORMACION
CONOCE-AQUI;sd
CONOCE-AQUI;Excelente 
CONOCE-AQUI;"BIN
"
CONOCE-AQUI;Una gran ayuda
CONOCE-AQUI;N
CONOCE-AQUI;OK
